unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HEM;outubro;2018;III;10 a 14;15;2;0;0,30
HEM;outubro;2018;IV;15 a 19;25;11;0;2,75
HEM;outubro;2018;V;20 a 24;40;7;1;2,80
HEM;outubro;2018;VI;25 a 29;55;1;0;0,55
HEM;outubro;2018;VII;30 a 34;75;1;1;0,75
HEM;outubro;2018;VIII;> 34;85;2;2;1,70
HEM;novembro;2018;I;0 a 4;4;0;0;0,00
HEM;novembro;2018;II;5 a 9;8;0;0;0,00
HEM;novembro;2018;III;10 a 14;15;6;1;0,90
HEM;novembro;2018;IV;15 a 19;25;5;2;1,25
HEM;novembro;2018;V;20 a 24;40;4;1;1,60
HEM;novembro;2018;VI;25 a 29;55;4;2;2,20
HEM;novembro;2018;VII;30 a 34;75;1;1;0,75
HEM;novembro;2018;VIII;> 34;85;3;0;2,55
HEM;dezembro;2018;I;0 a 4;4;0;0;0,00
HEM;dezembro;2018;II;5 a 9;8;1;0;0,08
HEM;dezembro;2018;III;10 a 14;15;6;2;0,90
HEM;dezembro;2018;IV;15 a 19;25;7;3;1,75
HEM;dezembro;2018;V;20 a 24;40;9;1;3,60
HEM;dezembro;2018;VI;25 a 29;55;3;1;1,65
HEM;dezembro;2018;VII;30 a 34;75;2;0;1,50
HEM;dezembro;2018;VIII;> 34;85;2;0;1,70
HAC;janeiro;2018;I;0 a 4;4;1;0;0,04
HAC;janeiro;2018;II;5 a 9;8;7;0;0,56
HAC;janeiro;2018;III;10 a 14;15;5;0;0,75
HAC;janeiro;2018;IV;15 a 19;25;3;1;0,75
HAC;janeiro;2018;V;20 a 24;40;5;0;2,00
HAC;janeiro;2018;VI;25 a 29;55;3;0;1,65
HAC;janeiro;2018;VII;30 a 34;75;1;1;0,75
HAC;janeiro;2018;VIII;> 34;85;1;1;0,85
HAC;fevereiro;2018;I;0 a 4;4;1;0;0,04
HAC;fevereiro;2018;II;5 a 9;8;0;0;0,00
HAC;fevereiro;2018;III;10 a 14;15;4;0;0,60
HAC;fevereiro;2018;IV;15 a 19;25;1;0;0,25
HAC;fevereiro;2018;V;20 a 24;40;0;0;0,00
HAC;fevereiro;2018;VI;25 a 29;55;1;0;0,55
HAC;fevereiro;2018;VII;30 a 34;75;0;0;0,00
HAC;fevereiro;2018;VIII;> 34;85;2;2;1,70
HAC;março;2018;I;0 a 4;4;2;0;0,08
HAC;março;2018;II;5 a 9;8;5;0;0,40
HAC;março;2018;III;10 a 14;15;13;0;1,95
HAC;março;2018;IV;15 a 19;25;7;1;1,75
HAC;março;2018;V;20 a 24;40;6;1;2,40
HAC;março;2018;VI;25 a 29;55;2;1;1,10
HAC;março;2018;VII;30 a 34;75;1;1;0,75
HAC;março;2018;VIII;> 34;85;1;1;0,85
HAC;abril;2018;I;0 a 4;4;0;0;0,00
HAC;abril;2018;II;5 a 9;8;6;0;0,48
HAC;abril;2018;III;10 a 14;15;1;0;0,15
HAC;abril;2018;IV;15 a 19;25;7;1;1,75
HAC;abril;2018;V;20 a 24;40;8;2;3,20
HAC;abril;2018;VI;25 a 29;55;1;0;0,55
HAC;abril;2018;VII;30 a 34;75;0;0;0,00
HAC;abril;2018;VIII;> 34;85;1;1;0,85
HAC;maio;2018;I;0 a 4;4;0;0;0,00
HAC;maio;2018;II;5 a 9;8;2;0;0,16
HAC;maio;2018;III;10 a 14;15;4;0;0,60
HAC;maio;2018;IV;15 a 19;25;3;0;0,75
HAC;maio;2018;V;20 a 24;40;5;2;2,00
HAC;maio;2018;VI;25 a 29;55;0;0;0,00
HAC;maio;2018;VII;30 a 34;75;1;1;0,75
HAC;maio;2018;VIII;> 34;85;0;0;0,00
HAC;junho;2018;I;0 a 4;4;0;0;0,00
HAC;junho;2018;II;5 a 9;8;1;1;0,08
HAC;junho;2018;III;10 a 14;15;3;0;0,45
HAC;junho;2018;IV;15 a 19;25;2;0;0,50
HAC;junho;2018;V;20 a 24;40;3;2;1,20
HAC;junho;2018;VI;25 a 29;55;1;1;0,55
HAC;junho;2018;VII;30 a 34;75;1;1;0,75
HAC;junho;2018;VIII;> 34;85;0;0;0,00
HAC;julho;2018;I;0 a 4;4;2;0;0,08
HAC;julho;2018;II;5 a 9;8;3;0;0,24
HAC;julho;2018;III;10 a 14;15;5;0;0,75
HAC;julho;2018;IV;15 a 19;25;5;2;1,25
HAC;julho;2018;V;20 a 24;40;3;0;1,20
HAC;julho;2018;VI;25 a 29;55;4;2;2,20
HAC;julho;2018;VII;30 a 34;75;2;1;1,50
HAC;julho;2018;VIII;> 34;85;1;1;0,85
HAC;agosto;2018;I;0 a 4;4;2;0;0,08
HAC;agosto;2018;II;5 a 9;8;4;1;0,32
HAC;agosto;2018;III;10 a 14;15;13;0;1,95
HAC;agosto;2018;IV;15 a 19;25;12;0;3,00
HAC;agosto;2018;V;20 a 24;40;5;1;2,00
HAC;agosto;2018;VI;25 a 29;55;0;0;0,00
HAC;agosto;2018;VII;30 a 34;75;1;0;0,75
HAC;agosto;2018;VIII;> 34;85;0;0;0,00
HAC;setembro;2018;I;0 a 4;4;3;0;0,12
HAC;setembro;2018;II;5 a 9;8;7;0;0,56
HAC;setembro;2018;III;10 a 14;15;10;0;1,50
HAC;setembro;2018;IV;15 a 19;25;5;0;1,25
HAC;setembro;2018;V;20 a 24;40;3;0;1,20
HAC;setembro;2018;VI;25 a 29;55;1;0;0,55
HAC;setembro;2018;VII;30 a 34;75;1;0;0,75
HAC;setembro;2018;VIII;> 34;85;0;0;0,00
HAC;outubro;2018;I;0 a 4;4;0;0;0,00
HAC;outubro;2018;II;5 a 9;8;1;0;0,08
HAC;outubro;2018;III;10 a 14;15;6;2;0,90
HAC;outubro;2018;IV;15 a 19;25;5;1;1,25
HAC;outubro;2018;V;20 a 24;40;2;0;0,80
HAC;outubro;2018;VI;25 a 29;55;1;0;0,55
HAC;outubro;2018;VII;30 a 34;75;1;1;0,75
HAC;outubro;2018;VIII;> 34;85;0;0;0,00
HAC;novembro;2018;I;0 a 4;4;0;0;0,00
HAC;novembro;2018;II;5 a 9;8;12;0;0,96
HAC;novembro;2018;III;10 a 14;15;8;0;1,20
HAC;novembro;2018;IV;15 a 19;25;3;0;0,75
HAC;novembro;2018;V;20 a 24;40;5;1;2,00
HAC;novembro;2018;VI;25 a 29;55;3;2;1,65
HAC;novembro;2018;VII;30 a 34;75;1;0;0,75
HAC;novembro;2018;VIII;> 34;85;1;1;0,85
HAC;dezembro;2018;I;0 a 4;4;;;0,00
HAC;dezembro;2018;II;5 a 9;8;;;0,00
HAC;dezembro;2018;III;10 a 14;15;;;0,00
HAC;dezembro;2018;IV;15 a 19;25;;;0,00
HAC;dezembro;2018;V;20 a 24;40;;;0,00
HAC;dezembro;2018;VI;25 a 29;55;;;0,00
HAC;dezembro;2018;VII;30 a 34;75;;;0,00
HAC;dezembro;2018;VIII;> 34;85;;;0,00
HRJP;janeiro;2018;I;0 a 4;4;2;0;0,08
HRJP;janeiro;2018;II;5 a 9;8;4;0;0,32
HRJP;janeiro;2018;III;10 a 14;15;3;1;0,45
HRJP;janeiro;2018;IV;15 a 19;25;5;0;1,25
HRJP;janeiro;2018;V;20 a 24;40;1;1;0,40
HRJP;janeiro;2018;VI;25 a 29;55;0;0;0,00
HRJP;janeiro;2018;VII;30 a 34;75;2;1;1,50
HRJP;janeiro;2018;VIII;> 34;85;1;1;0,85
HRJP;fevereiro;2018;I;0 a 4;4;1;0;0,04
HRJP;fevereiro;2018;II;5 a 9;8;1;0;0,08
HRJP;fevereiro;2018;III;10 a 14;15;0;0;0,00
HRJP;fevereiro;2018;IV;15 a 19;25;4;2;1,00
HRJP;fevereiro;2018;V;20 a 24;40;3;0;1,20
HRJP;fevereiro;2018;VI;25 a 29;55;3;2;1,65
HRJP;fevereiro;2018;VII;30 a 34;75;2;1;1,50
HRJP;fevereiro;2018;VIII;> 34;85;1;0;0,85
HRJP;março;2018;I;0 a 4;4;2;0;0,08
HRJP;março;2018;II;5 a 9;8;6;0;0,48
HRJP;março;2018;III;10 a 14;15;4;2;0,60
HRJP;março;2018;IV;15 a 19;25;2;0;0,50
HRJP;março;2018;V;20 a 24;40;3;0;1,20
HRJP;março;2018;VI;25 a 29;55;4;1;2,20
HRJP;março;2018;VII;30 a 34;75;1;0;0,75
HRJP;março;2018;VIII;> 34;85;0;0;0,00
HRJP;abril;2018;I;0 a 4;4;4;0;0,16
HRJP;abril;2018;II;5 a 9;8;4;0;0,32
HRJP;abril;2018;III;10 a 14;15;2;0;0,30
HRJP;abril;2018;IV;15 a 19;25;3;0;0,75
HRJP;abril;2018;V;20 a 24;40;4;0;1,60
HRJP;abril;2018;VI;25 a 29;55;2;1;1,10
HRJP;abril;2018;VII;30 a 34;75;0;0;0,00
HRJP;abril;2018;VIII;> 34;85;0;0;0,00
HRJP;maio;2018;I;0 a 4;4;3;0;0,12
HRJP;maio;2018;II;5 a 9;8;3;1;0,24
HRJP;maio;2018;III;10 a 14;15;4;0;0,60
HRJP;maio;2018;IV;15 a 19;25;7;0;1,75
HRJP;maio;2018;V;20 a 24;40;4;1;1,60
HRJP;maio;2018;VI;25 a 29;55;2;1;1,10
HRJP;maio;2018;VII;30 a 34;75;0;0;0,00
HRJP;maio;2018;VIII;> 34;85;0;0;0,00
HRJP;junho;2018;I;0 a 4;4;6;0;0,24
HRJP;junho;2018;II;5 a 9;8;1;0;0,08
HRJP;junho;2018;III;10 a 14;15;5;0;0,75
HRJP;junho;2018;IV;15 a 19;25;6;1;1,50
HRJP;junho;2018;V;20 a 24;40;5;1;2,00
HRJP;junho;2018;VI;25 a 29;55;1;0;0,55
HRJP;junho;2018;VII;30 a 34;75;0;0;0,00
HRJP;junho;2018;VIII;> 34;85;1;1;0,85
HRJP;julho;2018;I;0 a 4;4;5;1;0,20
HRJP;julho;2018;II;5 a 9;8;2;0;0,16
HRJP;julho;2018;III;10 a 14;15;4;0;0,60
HRJP;julho;2018;IV;15 a 19;25;5;1;1,25
HRJP;julho;2018;V;20 a 24;40;3;0;1,20
HRJP;julho;2018;VI;25 a 29;55;1;0;0,55
HRJP;julho;2018;VII;30 a 34;75;0;0;0,00
HRJP;julho;2018;VIII;> 34;85;0;0;0,00
HRJP;agosto;2018;I;0 a 4;4;1;0;0,04
HRJP;agosto;2018;II;5 a 9;8;5;0;0,40
HRJP;agosto;2018;III;10 a 14;15;4;0;0,60
HRJP;agosto;2018;IV;15 a 19;25;5;0;1,25
HRJP;agosto;2018;V;20 a 24;40;7;2;2,80
HRJP;agosto;2018;VI;25 a 29;55;1;0;0,55
HRJP;agosto;2018;VII;30 a 34;75;2;1;1,50
HRJP;agosto;2018;VIII;> 34;85;0;0;0,00
HRJP;setembro;2018;I;0 a 4;4;1;0;0,04
HRJP;setembro;2018;II;5 a 9;8;5;0;0,40
HRJP;setembro;2018;III;10 a 14;15;5;0;0,75
HRJP;setembro;2018;IV;15 a 19;25;3;1;0,75
HRJP;setembro;2018;V;20 a 24;40;3;1;1,20
HRJP;setembro;2018;VI;25 a 29;55;2;2;1,10
HRJP;setembro;2018;VII;30 a 34;75;0;0;0,00
HRJP;setembro;2018;VIII;> 34;85;1;0;0,85
HRJP;outubro;2018;I;0 a 4;4;0;0;0,00
HRJP;outubro;2018;II;5 a 9;8;5;1;0,40
HRJP;outubro;2018;III;10 a 14;15;12;2;1,80
HRJP;outubro;2018;IV;15 a 19;25;11;1;2,75
HRJP;outubro;2018;V;20 a 24;40;0;0;0,00
HRJP;outubro;2018;VI;25 a 29;55;0;0;0,00
HRJP;outubro;2018;VII;30 a 34;75;0;0;0,00
HRJP;outubro;2018;VIII;> 34;85;1;0;0,85
HRJP;novembro;2018;I;0 a 4;4;4;0;0,16
HRJP;novembro;2018;II;5 a 9;8;8;1;0,64
HRJP;novembro;2018;III;10 a 14;15;5;1;0,75
HRJP;novembro;2018;IV;15 a 19;25;10;5;2,50
HRJP;novembro;2018;V;20 a 24;40;1;0;0,40
HRJP;novembro;2018;VI;25 a 29;55;2;0;1,10
HRJP;novembro;2018;VII;30 a 34;75;1;1;0,75
HRJP;novembro;2018;VIII;> 34;85;3;1;2,55
HRJP;dezembro;2018;I;0 a 4;4;2;0;0,08
HRJP;dezembro;2018;II;5 a 9;8;4;0;0,32
HRJP;dezembro;2018;III;10 a 14;15;20;3;3,00
HRJP;dezembro;2018;IV;15 a 19;25;10;4;2,50
HRJP;dezembro;2018;V;20 a 24;40;2;1;0,80
HRJP;dezembro;2018;VI;25 a 29;55;0;0;0,00
HRJP;dezembro;2018;VII;30 a 34;75;1;1;0,75
HRJP;dezembro;2018;VIII;> 34;85;1;0;0,85
