unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HRJP;Março;2023;III;10 a 14;15;17;1;2,55
HRJP;Março;2023;IV;15 a 19;25;13;0;3,25
HRJP;Março;2023;V;20 a 24;40;13;7;5,2
HRJP;Março;2023;VI;25 a 29;55;3;2;1,65
HRJP;Março;2023;VII;30 a 34;75;1;0;0,75
HRJP;Março;2023;VIII;> 34;85;2;2;1,7
HRJP;Abril;2023;I;0 a 4;4;7;4;0,28
HRJP;Abril;2023;II;5 a 9;8;2;0;0,16
HRJP;Abril;2023;III;10 a 14;15;7;0;1,05
HRJP;Abril;2023;IV;15 a 19;25;14;2;3,5
HRJP;Abril;2023;V;20 a 24;40;4;2;1,6
HRJP;Abril;2023;VI;25 a 29;55;7;5;3,85
HRJP;Abril;2023;VII;30 a 34;75;2;2;1,5
HRJP;Abril;2023;VIII;> 34;85;2;2;1,7
HRJP;Maio;2023;I;0 a 4;4;6;1;0,24
HRJP;Maio;2023;II;5 a 9;8;9;0;0,72
HRJP;Maio;2023;III;10 a 14;15;12;3;1,8
HRJP;Maio;2023;IV;15 a 19;25;13;3;3,25
HRJP;Maio;2023;V;20 a 24;40;7;1;2,8
HRJP;Maio;2023;VI;25 a 29;55;8;4;4,4
HRJP;Maio;2023;VII;30 a 34;75;3;2;2,25
HRJP;Maio;2023;VIII;> 34;85;1;0;0,85
HRJP;Junho;2023;I;0 a 4;4;0;0;0
HRJP;Junho;2023;II;5 a 9;8;0;0;0
HRJP;Junho;2023;III;10 a 14;15;2;1;0,3
HRJP;Junho;2023;IV;15 a 19;25;10;1;2,5
HRJP;Junho;2023;V;20 a 24;40;8;3;3,2
HRJP;Junho;2023;VI;25 a 29;55;7;2;3,85
HRJP;Junho;2023;VII;30 a 34;75;6;1;4,5
HRJP;Junho;2023;VIII;> 34;85;4;1;3,4
HRJP;Julho;2023;I;0 a 4;4;0;0;0
HRJP;Julho;2023;II;5 a 9;8;5;1;0,4
HRJP;Julho;2023;III;10 a 14;15;9;0;1,35
HRJP;Julho;2023;IV;15 a 19;25;12;2;3
HRJP;Julho;2023;V;20 a 24;40;12;2;4,8
HRJP;Julho;2023;VI;25 a 29;55;2;1;1,1
HRJP;Julho;2023;VII;30 a 34;75;7;6;5,25
HRJP;Julho;2023;VIII;> 34;85;5;4;4,25
HRJP;Agosto;2023;I;0 a 4;4;0;0;0
HRJP;Agosto;2023;II;5 a 9;8;4;0;0,32
HRJP;Agosto;2023;III;10 a 14;15;7;1;1,05
HRJP;Agosto;2023;IV;15 a 19;25;12;1;3
HRJP;Agosto;2023;V;20 a 24;40;9;2;3,6
HRJP;Agosto;2023;VI;25 a 29;55;4;1;2,2
HRJP;Agosto;2023;VII;30 a 34;75;3;3;2,25
HRJP;Agosto;2023;VIII;> 34;85;6;5;5,1
HRJP;Setembro;2023;I;0 a 4;4;0;0;0
HRJP;Setembro;2023;II;5 a 9;8;5;0;0,4
HRJP;Setembro;2023;III;10 a 14;15;6;0;0,9
HRJP;Setembro;2023;IV;15 a 19;25;14;3;3,5
HRJP;Setembro;2023;V;20 a 24;40;6;3;2,4
HRJP;Setembro;2023;VI;25 a 29;55;3;2;1,65
HRJP;Setembro;2023;VII;30 a 34;75;3;2;2,25
HRJP;Setembro;2023;VIII;> 34;85;2;2;1,7
MOV;Janeiro;2023;I;0 a 4;4;1;0;0,04
MOV;Janeiro;2023;II;5 a 9;8;3;0;0,24
MOV;Janeiro;2023;III;10 a 14;15;7;0;1,05
MOV;Janeiro;2023;IV;15 a 19;25;10;0;2,5
MOV;Janeiro;2023;V;20 a 24;40;5;0;2
MOV;Janeiro;2023;VI;25 a 29;55;1;0;0,55
MOV;Janeiro;2023;VII;30 a 34;75;0;0;0
MOV;Janeiro;2023;VIII;> 34;85;0;0;0
MOV;Fevereiro;2023;I;0 a 4;4;1;0;0,04
MOV;Fevereiro;2023;II;5 a 9;8;7;0;0,56
MOV;Fevereiro;2023;III;10 a 14;15;11;0;1,65
MOV;Fevereiro;2023;IV;15 a 19;25;7;0;1,75
MOV;Fevereiro;2023;V;20 a 24;40;1;0;0,4
MOV;Fevereiro;2023;VI;25 a 29;55;1;0;0,55
MOV;Fevereiro;2023;VII;30 a 34;75;1;0;0,75
MOV;Fevereiro;2023;VIII;> 34;85;0;0;0
MOV;Março;2023;I;0 a 4;4;4;0;0,16
MOV;Março;2023;II;5 a 9;8;7;0;0,56
MOV;Março;2023;III;10 a 14;15;7;0;1,05
MOV;Março;2023;IV;15 a 19;25;16;0;4
MOV;Março;2023;V;20 a 24;40;6;0;2,4
MOV;Março;2023;VI;25 a 29;55;1;0;0,55
MOV;Março;2023;VII;30 a 34;75;0;0;0
MOV;Março;2023;VIII;> 34;85;0;0;0
MOV;Abril;2023;I;0 a 4;4;0;0;0
MOV;Abril;2023;II;5 a 9;8;1;0;0,08
MOV;Abril;2023;III;10 a 14;15;6;0;0,9
MOV;Abril;2023;IV;15 a 19;25;9;1;2,25
MOV;Abril;2023;V;20 a 24;40;3;0;1,2
MOV;Abril;2023;VI;25 a 29;55;3;1;1,65
MOV;Abril;2023;VII;30 a 34;75;1;0;0,75
MOV;Abril;2023;VIII;> 34;85;1;0;0,85
MOV;Maio;2023;I;0 a 4;4;3;0;0,12
MOV;Maio;2023;II;5 a 9;8;7;0;0,56
MOV;Maio;2023;III;10 a 14;15;14;0;2,1
MOV;Maio;2023;IV;15 a 19;25;4;0;1
MOV;Maio;2023;V;20 a 24;40;3;0;1,2
MOV;Maio;2023;VI;25 a 29;55;3;1;1,65
MOV;Maio;2023;VII;30 a 34;75;0;0;0
MOV;Maio;2023;VIII;> 34;85;0;0;0
MOV;Junho;2023;I;0 a 4;4;2;0;0,08
MOV;Junho;2023;II;5 a 9;8;6;0;0,48
MOV;Junho;2023;III;10 a 14;15;10;0;1,5
MOV;Junho;2023;IV;15 a 19;25;6;0;1,5
MOV;Junho;2023;V;20 a 24;40;6;0;2,4
MOV;Junho;2023;VI;25 a 29;55;1;1;0,55
MOV;Junho;2023;VII;30 a 34;75;0;0;0
MOV;Junho;2023;VIII;> 34;85;0;0;0
MOV;Julho;2023;I;0 a 4;4;4;0;0,16
MOV;Julho;2023;II;5 a 9;8;9;0;0,72
MOV;Julho;2023;III;10 a 14;15;10;0;1,5
MOV;Julho;2023;IV;15 a 19;25;5;0;1,25
MOV;Julho;2023;V;20 a 24;40;3;0;1,2
MOV;Julho;2023;VI;25 a 29;55;1;0;0,55
MOV;Julho;2023;VII;30 a 34;75;0;0;0
MOV;Julho;2023;VIII;> 34;85;4;0;3,4
MOV;Agosto;2023;I;0 a 4;4;0;0;0
MOV;Agosto;2023;II;5 a 9;8;9;0;0,72
MOV;Agosto;2023;III;10 a 14;15;9;0;1,35
MOV;Agosto;2023;IV;15 a 19;25;7;0;1,75
MOV;Agosto;2023;V;20 a 24;40;4;0;1,6
MOV;Agosto;2023;VI;25 a 29;55;3;0;1,65
MOV;Agosto;2023;VII;30 a 34;75;0;0;0
MOV;Agosto;2023;VIII;> 34;85;0;0;0
MOV;Setembro;2023;I;0 a 4;4;5;2;0,2
MOV;Setembro;2023;II;5 a 9;8;4;0;0,32
MOV;Setembro;2023;III;10 a 14;15;8;0;1,2
MOV;Setembro;2023;IV;15 a 19;25;11;0;2,75
MOV;Setembro;2023;V;20 a 24;40;3;0;1,2
MOV;Setembro;2023;VI;25 a 29;55;0;0;0
MOV;Setembro;2023;VII;30 a 34;75;0;0;0
MOV;Setembro;2023;VIII;> 34;85;1;0;0,85
