unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HEM;outubro;2019;I;0 a 4;4;0;0;0,00
HEM;outubro;2019;II;5 a 9;8;4;0;0,32
HEM;outubro;2019;III;10 a 14;15;5;0;0,75
HEM;outubro;2019;IV;15 a 19;25;7;2;1,75
HEM;outubro;2019;V;20 a 24;40;10;0;4,00
HEM;outubro;2019;VI;25 a 29;55;5;2;2,75
HEM;outubro;2019;VII;30 a 34;75;1;0;0,75
HEM;outubro;2019;VIII;> 34;85;2;1;1,70
HEM;novembro;2019;I;0 a 4;4;0;0;0,00
HEM;novembro;2019;II;5 a 9;8;2;0;0,16
HEM;novembro;2019;III;10 a 14;15;1;0;0,15
HEM;novembro;2019;IV;15 a 19;25;11;2;2,75
HEM;novembro;2019;V;20 a 24;40;8;1;3,20
HEM;novembro;2019;VI;25 a 29;55;6;3;3,30
HEM;novembro;2019;VII;30 a 34;75;3;2;2,25
HEM;novembro;2019;VIII;> 34;85;2;2;1,70
HEM;dezembro;2019;I;0 a 4;4;1;0;0,04
HEM;dezembro;2019;II;5 a 9;8;2;0;0,16
HEM;dezembro;2019;III;10 a 14;15;5;1;0,75
HEM;dezembro;2019;IV;15 a 19;25;11;2;2,75
HEM;dezembro;2019;V;20 a 24;40;11;4;4,40
HEM;dezembro;2019;VI;25 a 29;55;11;5;6,05
HEM;dezembro;2019;VII;30 a 34;75;0;0;0,00
HEM;dezembro;2019;VIII;> 34;85;0;0;0,00
HAC;janeiro;2019;I;0 a 4;4;0;0;0,00
HAC;janeiro;2019;II;5 a 9;8;2;0;0,16
HAC;janeiro;2019;III;10 a 14;15;9;2;1,35
HAC;janeiro;2019;IV;15 a 19;25;10;3;2,50
HAC;janeiro;2019;V;20 a 24;40;4;2;1,60
HAC;janeiro;2019;VI;25 a 29;55;1;1;0,55
HAC;janeiro;2019;VII;30 a 34;75;1;1;0,75
HAC;janeiro;2019;VIII;> 34;85;0;0;0,00
HAC;fevereiro;2019;I;0 a 4;4;2;0;0,08
HAC;fevereiro;2019;II;5 a 9;8;8;0;0,64
HAC;fevereiro;2019;III;10 a 14;15;15;0;2,25
HAC;fevereiro;2019;IV;15 a 19;25;10;0;2,50
HAC;fevereiro;2019;V;20 a 24;40;3;0;1,20
HAC;fevereiro;2019;VI;25 a 29;55;1;1;0,55
HAC;fevereiro;2019;VII;30 a 34;75;0;0;0,00
HAC;fevereiro;2019;VIII;> 34;85;0;0;0,00
HAC;março;2019;I;0 a 4;4;3;0;0,12
HAC;março;2019;II;5 a 9;8;9;0;0,72
HAC;março;2019;III;10 a 14;15;10;0;1,50
HAC;março;2019;IV;15 a 19;25;3;1;0,75
HAC;março;2019;V;20 a 24;40;6;1;2,40
HAC;março;2019;VI;25 a 29;55;3;0;1,65
HAC;março;2019;VII;30 a 34;75;1;1;0,75
HAC;março;2019;VIII;> 34;85;1;0;0,85
HAC;abril;2019;I;0 a 4;4;0;0;0,00
HAC;abril;2019;II;5 a 9;8;6;1;0,48
HAC;abril;2019;III;10 a 14;15;17;0;2,55
HAC;abril;2019;IV;15 a 19;25;9;0;2,25
HAC;abril;2019;V;20 a 24;40;4;2;1,60
HAC;abril;2019;VI;25 a 29;55;1;0;0,55
HAC;abril;2019;VII;30 a 34;75;0;0;0,00
HAC;abril;2019;VIII;> 34;85;1;;0,85
HAC;maio;2019;I;0 a 4;4;1;0;0,04
HAC;maio;2019;II;5 a 9;8;5;0;0,40
HAC;maio;2019;III;10 a 14;15;16;1;2,40
HAC;maio;2019;IV;15 a 19;25;4;2;1,00
HAC;maio;2019;V;20 a 24;40;4;4;1,60
HAC;maio;2019;VI;25 a 29;55;2;2;1,10
HAC;maio;2019;VII;30 a 34;75;0;0;0,00
HAC;maio;2019;VIII;> 34;85;1;0;0,85
HAC;junho;2019;I;0 a 4;4;2;0;0,08
HAC;junho;2019;II;5 a 9;8;6;0;0,48
HAC;junho;2019;III;10 a 14;15;8;1;1,20
HAC;junho;2019;IV;15 a 19;25;5;1;1,25
HAC;junho;2019;V;20 a 24;40;1;1;0,40
HAC;junho;2019;VI;25 a 29;55;1;1;0,55
HAC;junho;2019;VII;30 a 34;75;0;0;0,00
HAC;junho;2019;VIII;> 34;85;0;0;0,00
HAC;julho;2019;I;0 a 4;4;3;0;0,12
HAC;julho;2019;II;5 a 9;8;7;0;0,56
HAC;julho;2019;III;10 a 14;15;8;2;1,20
HAC;julho;2019;IV;15 a 19;25;9;1;2,25
HAC;julho;2019;V;20 a 24;40;4;1;1,60
HAC;julho;2019;VI;25 a 29;55;1;0;0,55
HAC;julho;2019;VII;30 a 34;75;1;0;0,75
HAC;julho;2019;VIII;> 34;85;0;0;0,00
HAC;agosto;2019;I;0 a 4;4;0;0;0,00
HAC;agosto;2019;II;5 a 9;8;6;0;0,48
HAC;agosto;2019;III;10 a 14;15;9;1;1,35
HAC;agosto;2019;IV;15 a 19;25;3;0;0,75
HAC;agosto;2019;V;20 a 24;40;2;1;0,80
HAC;agosto;2019;VI;25 a 29;55;6;4;3,30
HAC;agosto;2019;VII;30 a 34;75;2;1;1,50
HAC;agosto;2019;VIII;> 34;85;1;0;0,85
HAC;setembro;2019;I;0 a 4;4;2;0;0,08
HAC;setembro;2019;II;5 a 9;8;9;0;0,72
HAC;setembro;2019;III;10 a 14;15;9;1;1,35
HAC;setembro;2019;IV;15 a 19;25;7;1;1,75
HAC;setembro;2019;V;20 a 24;40;4;0;1,60
HAC;setembro;2019;VI;25 a 29;55;2;2;1,10
HAC;setembro;2019;VII;30 a 34;75;0;0;0,00
HAC;setembro;2019;VIII;> 34;85;3;2;2,55
HAC;outubro;2019;I;0 a 4;4;1;0;0,04
HAC;outubro;2019;II;5 a 9;8;14;0;1,12
HAC;outubro;2019;III;10 a 14;15;15;1;2,25
HAC;outubro;2019;IV;15 a 19;25;12;3;3,00
HAC;outubro;2019;V;20 a 24;40;2;1;0,80
HAC;outubro;2019;VI;25 a 29;55;0;0;0,00
HAC;outubro;2019;VII;30 a 34;75;0;0;0,00
HAC;outubro;2019;VIII;> 34;85;0;0;0,00
HAC;novembro;2019;I;0 a 4;4;0;0;0,00
HAC;novembro;2019;II;5 a 9;8;9;0;0,72
HAC;novembro;2019;III;10 a 14;15;22;0;3,30
HAC;novembro;2019;IV;15 a 19;25;6;0;1,50
HAC;novembro;2019;V;20 a 24;40;1;0;0,40
HAC;novembro;2019;VI;25 a 29;55;0;0;0,00
HAC;novembro;2019;VII;30 a 34;75;1;1;0,75
HAC;novembro;2019;VIII;> 34;85;0;0;0,00
HAC;dezembro;2019;I;0 a 4;4;5;0;0,20
HAC;dezembro;2019;II;5 a 9;8;12;1;0,96
HAC;dezembro;2019;III;10 a 14;15;6;0;0,90
HAC;dezembro;2019;IV;15 a 19;25;2;0;0,50
HAC;dezembro;2019;V;20 a 24;40;4;1;1,60
HAC;dezembro;2019;VI;25 a 29;55;3;3;1,65
HAC;dezembro;2019;VII;30 a 34;75;0;0;0,00
HAC;dezembro;2019;VIII;> 34;85;0;0;0,00
HRJP;janeiro;2019;I;0 a 4;4;0;0;0,00
HRJP;janeiro;2019;II;5 a 9;8;6;1;0,48
HRJP;janeiro;2019;III;10 a 14;15;15;3;2,25
HRJP;janeiro;2019;IV;15 a 19;25;13;2;3,25
HRJP;janeiro;2019;V;20 a 24;40;1;0;0,40
HRJP;janeiro;2019;VI;25 a 29;55;0;0;0,00
HRJP;janeiro;2019;VII;30 a 34;75;0;0;0,00
HRJP;janeiro;2019;VIII;> 34;85;0;0;0,00
HRJP;fevereiro;2019;I;0 a 4;4;1;0;0,04
HRJP;fevereiro;2019;II;5 a 9;8;3;0;0,24
HRJP;fevereiro;2019;III;10 a 14;15;12;1;1,80
HRJP;fevereiro;2019;IV;15 a 19;25;14;5;3,50
HRJP;fevereiro;2019;V;20 a 24;40;0;0;0,00
HRJP;fevereiro;2019;VI;25 a 29;55;0;0;0,00
HRJP;fevereiro;2019;VII;30 a 34;75;0;0;0,00
HRJP;fevereiro;2019;VIII;> 34;85;0;0;0,00
HRJP;março;2019;I;0 a 4;4;0;0;0,00
HRJP;março;2019;II;5 a 9;8;2;0;0,16
HRJP;março;2019;III;10 a 14;15;15;1;2,25
HRJP;março;2019;IV;15 a 19;25;13;2;3,25
HRJP;março;2019;V;20 a 24;40;1;1;0,40
HRJP;março;2019;VI;25 a 29;55;0;0;0,00
HRJP;março;2019;VII;30 a 34;75;0;0;0,00
HRJP;março;2019;VIII;> 34;85;0;0;0,00
HRJP;abril;2019;I;0 a 4;4;1;0;0,04
HRJP;abril;2019;II;5 a 9;8;5;0;0,40
HRJP;abril;2019;III;10 a 14;15;18;2;2,70
HRJP;abril;2019;IV;15 a 19;25;11;4;2,75
HRJP;abril;2019;V;20 a 24;40;1;1;0,40
HRJP;abril;2019;VI;25 a 29;55;0;0;0,00
HRJP;abril;2019;VII;30 a 34;75;0;0;0,00
HRJP;abril;2019;VIII;> 34;85;0;0;0,00
HRJP;maio;2019;I;0 a 4;4;0;0;0,00
HRJP;maio;2019;II;5 a 9;8;6;0;0,48
HRJP;maio;2019;III;10 a 14;15;10;0;1,50
HRJP;maio;2019;IV;15 a 19;25;11;1;2,75
HRJP;maio;2019;V;20 a 24;40;1;1;0,40
HRJP;maio;2019;VI;25 a 29;55;0;0;0,00
HRJP;maio;2019;VII;30 a 34;75;0;0;0,00
HRJP;maio;2019;VIII;> 34;85;0;0;0,00
HRJP;junho;2019;I;0 a 4;4;0;0;0,00
HRJP;junho;2019;II;5 a 9;8;6;0;0,48
HRJP;junho;2019;III;10 a 14;15;15;2;2,25
HRJP;junho;2019;IV;15 a 19;25;11;3;2,75
HRJP;junho;2019;V;20 a 24;40;0;0;0,00
HRJP;junho;2019;VI;25 a 29;55;0;0;0,00
HRJP;junho;2019;VII;30 a 34;75;0;0;0,00
HRJP;junho;2019;VIII;> 34;85;0;0;0,00
HRJP;julho;2019;I;0 a 4;4;1;0;0,04
HRJP;julho;2019;II;5 a 9;8;6;0;0,48
HRJP;julho;2019;III;10 a 14;15;10;2;1,50
HRJP;julho;2019;IV;15 a 19;25;17;2;4,25
HRJP;julho;2019;V;20 a 24;40;1;0;0,40
HRJP;julho;2019;VI;25 a 29;55;0;0;0,00
HRJP;julho;2019;VII;30 a 34;75;0;0;0,00
HRJP;julho;2019;VIII;> 34;85;0;0;0,00
HRJP;agosto;2019;I;0 a 4;4;1;0;0,04
HRJP;agosto;2019;II;5 a 9;8;12;1;0,96
HRJP;agosto;2019;III;10 a 14;15;9;2;1,35
HRJP;agosto;2019;IV;15 a 19;25;14;2;3,50
HRJP;agosto;2019;V;20 a 24;40;4;1;1,60
HRJP;agosto;2019;VI;25 a 29;55;0;0;0,00
HRJP;agosto;2019;VII;30 a 34;75;0;0;0,00
HRJP;agosto;2019;VIII;> 34;85;0;0;0,00
HRJP;setembro;2019;I;0 a 4;4;1;1;0,04
HRJP;setembro;2019;II;5 a 9;8;4;0;0,32
HRJP;setembro;2019;III;10 a 14;15;13;2;1,95
HRJP;setembro;2019;IV;15 a 19;25;10;4;2,50
HRJP;setembro;2019;V;20 a 24;40;3;1;1,20
HRJP;setembro;2019;VI;25 a 29;55;3;0;1,65
HRJP;setembro;2019;VII;30 a 34;75;1;1;0,75
HRJP;setembro;2019;VIII;> 34;85;1;0;0,85
HRJP;outubro;2019;I;0 a 4;4;3;0;0,12
HRJP;outubro;2019;II;5 a 9;8;0;0;0,00
HRJP;outubro;2019;III;10 a 14;15;14;2;2,10
HRJP;outubro;2019;IV;15 a 19;25;5;1;1,25
HRJP;outubro;2019;V;20 a 24;40;0;0;0,00
HRJP;outubro;2019;VI;25 a 29;55;3;1;1,65
HRJP;outubro;2019;VII;30 a 34;75;0;0;0,00
HRJP;outubro;2019;VIII;> 34;85;1;0;0,85
HRJP;novembro;2019;I;0 a 4;4;5;0;0,20
HRJP;novembro;2019;II;5 a 9;8;4;0;0,32
HRJP;novembro;2019;III;10 a 14;15;29;5;4,35
HRJP;novembro;2019;IV;15 a 19;25;12;2;3,00
HRJP;novembro;2019;V;20 a 24;40;1;0;0,40
HRJP;novembro;2019;VI;25 a 29;55;4;1;2,20
HRJP;novembro;2019;VII;30 a 34;75;0;0;0,00
HRJP;novembro;2019;VIII;> 34;85;2;0;1,70
HRJP;dezembro;2019;I;0 a 4;4;0;0;0,00
HRJP;dezembro;2019;II;5 a 9;8;4;0;0,32
HRJP;dezembro;2019;III;10 a 14;15;14;4;2,10
HRJP;dezembro;2019;IV;15 a 19;25;10;2;2,50
HRJP;dezembro;2019;V;20 a 24;40;0;0;0,00
HRJP;dezembro;2019;VI;25 a 29;55;0;0;0,00
HRJP;dezembro;2019;VII;30 a 34;75;0;0;0,00
HRJP;dezembro;2019;VIII;> 34;85;1;0;0,85
