unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HJK;abril;2019;VI;25 a 29;55;8;2;4,40
HJK;abril;2019;VII;30 a 34;75;5;3;3,75
HJK;abril;2019;VIII;> 34;85;3;2;2,55
HJK;maio;2019;I;0 a 4;4;0;0;0,00
HJK;maio;2019;II;5 a 9;8;3;0;0,24
HJK;maio;2019;III;10 a 14;15;19;1;2,85
HJK;maio;2019;IV;15 a 19;25;13;1;3,25
HJK;maio;2019;V;20 a 24;40;8;1;3,20
HJK;maio;2019;VI;25 a 29;55;15;4;8,25
HJK;maio;2019;VII;30 a 34;75;5;2;3,75
HJK;maio;2019;VIII;> 34;85;1;0;0,85
HJK;junho;2019;I;0 a 4;4;0;0;0,00
HJK;junho;2019;II;5 a 9;8;5;0;0,40
HJK;junho;2019;III;10 a 14;15;17;0;2,55
HJK;junho;2019;IV;15 a 19;25;14;2;3,50
HJK;junho;2019;V;20 a 24;40;11;3;4,40
HJK;junho;2019;VI;25 a 29;55;9;1;4,95
HJK;junho;2019;VII;30 a 34;75;9;5;6,75
HJK;junho;2019;VIII;> 34;85;3;2;2,55
HJK;julho;2019;I;0 a 4;4;0;0;0,00
HJK;julho;2019;II;5 a 9;8;6;1;0,48
HJK;julho;2019;III;10 a 14;15;26;2;3,90
HJK;julho;2019;IV;15 a 19;25;20;1;5,00
HJK;julho;2019;V;20 a 24;40;11;1;4,40
HJK;julho;2019;VI;25 a 29;55;14;3;7,70
HJK;julho;2019;VII;30 a 34;75;5;1;3,75
HJK;julho;2019;VIII;> 34;85;4;2;3,40
HJK;agosto;2019;I;0 a 4;4;0;0;0,00
HJK;agosto;2019;II;5 a 9;8;5;0;0,40
HJK;agosto;2019;III;10 a 14;15;13;1;1,95
HJK;agosto;2019;IV;15 a 19;25;25;1;6,25
HJK;agosto;2019;V;20 a 24;40;11;2;4,40
HJK;agosto;2019;VI;25 a 29;55;11;0;6,05
HJK;agosto;2019;VII;30 a 34;75;6;3;4,50
HJK;agosto;2019;VIII;> 34;85;3;0;2,55
HJK;setembro;2019;I;0 a 4;4;0;0;0,00
HJK;setembro;2019;II;5 a 9;8;5;0;0,40
HJK;setembro;2019;III;10 a 14;15;17;0;2,55
HJK;setembro;2019;IV;15 a 19;25;9;0;2,25
HJK;setembro;2019;V;20 a 24;40;9;2;3,60
HJK;setembro;2019;VI;25 a 29;55;15;2;8,25
HJK;setembro;2019;VII;30 a 34;75;7;3;5,25
HJK;setembro;2019;VIII;> 34;85;1;1;0,85
HJK;outubro;2019;I;0 a 4;4;0;0;0,00
HJK;outubro;2019;II;5 a 9;8;4;0;0,32
HJK;outubro;2019;III;10 a 14;15;27;1;4,05
HJK;outubro;2019;IV;15 a 19;25;23;1;5,75
HJK;outubro;2019;V;20 a 24;40;12;1;4,80
HJK;outubro;2019;VI;25 a 29;55;10;4;5,50
HJK;outubro;2019;VII;30 a 34;75;6;3;4,50
HJK;outubro;2019;VIII;> 34;85;7;5;5,95
HJK;novembro;2019;I;0 a 4;4;0;0;0,00
HJK;novembro;2019;II;5 a 9;8;2;0;0,16
HJK;novembro;2019;III;10 a 14;15;15;0;2,25
HJK;novembro;2019;IV;15 a 19;25;18;2;4,50
HJK;novembro;2019;V;20 a 24;40;6;0;2,40
HJK;novembro;2019;VI;25 a 29;55;13;3;7,15
HJK;novembro;2019;VII;30 a 34;75;9;5;6,75
HJK;novembro;2019;VIII;> 34;85;2;2;1,70
HJK;dezembro;2019;I;0 a 4;4;0;0;0,00
HJK;dezembro;2019;II;5 a 9;8;4;0;0,32
HJK;dezembro;2019;III;10 a 14;15;16;0;2,40
HJK;dezembro;2019;IV;15 a 19;25;16;0;4,00
HJK;dezembro;2019;V;20 a 24;40;13;0;5,20
HJK;dezembro;2019;VI;25 a 29;55;10;2;5,50
HJK;dezembro;2019;VII;30 a 34;75;4;2;3,00
HJK;dezembro;2019;VIII;> 34;85;4;3;3,40
HRAD;janeiro;2019;I;0 a 4;4;0;0;0,00
HRAD;janeiro;2019;II;5 a 9;8;1;0;0,08
HRAD;janeiro;2019;III;10 a 14;15;6;0;0,90
HRAD;janeiro;2019;IV;15 a 19;25;7;2;1,75
HRAD;janeiro;2019;V;20 a 24;40;9;4;3,60
HRAD;janeiro;2019;VI;25 a 29;55;5;2;2,75
HRAD;janeiro;2019;VII;30 a 34;75;3;2;2,25
HRAD;janeiro;2019;VIII;> 34;85;1;0;0,85
HRAD;fevereiro;2019;I;0 a 4;4;0;0;0,00
HRAD;fevereiro;2019;II;5 a 9;8;3;0;0,24
HRAD;fevereiro;2019;III;10 a 14;15;7;1;1,05
HRAD;fevereiro;2019;IV;15 a 19;25;9;1;2,25
HRAD;fevereiro;2019;V;20 a 24;40;5;1;2,00
HRAD;fevereiro;2019;VI;25 a 29;55;2;2;1,10
HRAD;fevereiro;2019;VII;30 a 34;75;2;2;1,50
HRAD;fevereiro;2019;VIII;> 34;85;0;0;0,00
HRAD;março;2019;I;0 a 4;4;0;0;0,00
HRAD;março;2019;II;5 a 9;8;5;0;0,40
HRAD;março;2019;III;10 a 14;15;4;0;0,60
HRAD;março;2019;IV;15 a 19;25;10;4;2,50
HRAD;março;2019;V;20 a 24;40;7;4;2,80
HRAD;março;2019;VI;25 a 29;55;2;0;1,10
HRAD;março;2019;VII;30 a 34;75;2;2;1,50
HRAD;março;2019;VIII;> 34;85;0;0;0,00
HRAD;abril;2019;I;0 a 4;4;0;0;0,00
HRAD;abril;2019;II;5 a 9;8;6;0;0,48
HRAD;abril;2019;III;10 a 14;15;1;0;0,15
HRAD;abril;2019;IV;15 a 19;25;5;1;1,25
HRAD;abril;2019;V;20 a 24;40;7;2;2,80
HRAD;abril;2019;VI;25 a 29;55;5;4;2,75
HRAD;abril;2019;VII;30 a 34;75;1;1;0,75
HRAD;abril;2019;VIII;> 34;85;0;0;0,00
HRAD;maio;2019;I;0 a 4;4;0;0;0,00
HRAD;maio;2019;II;5 a 9;8;4;0;0,32
HRAD;maio;2019;III;10 a 14;15;4;1;0,60
HRAD;maio;2019;IV;15 a 19;25;4;1;1,00
HRAD;maio;2019;V;20 a 24;40;5;2;2,00
HRAD;maio;2019;VI;25 a 29;55;3;2;1,65
HRAD;maio;2019;VII;30 a 34;75;0;0;0,00
HRAD;maio;2019;VIII;> 34;85;0;0;0,00
HRAD;junho;2019;I;0 a 4;4;0;0;0,00
HRAD;junho;2019;II;5 a 9;8;1;0;0,08
HRAD;junho;2019;III;10 a 14;15;7;2;1,05
HRAD;junho;2019;IV;15 a 19;25;5;1;1,25
HRAD;junho;2019;V;20 a 24;40;4;2;1,60
HRAD;junho;2019;VI;25 a 29;55;5;1;2,75
HRAD;junho;2019;VII;30 a 34;75;3;2;2,25
HRAD;junho;2019;VIII;> 34;85;1;1;0,85
HRAD;julho;2019;I;0 a 4;4;0;0;0,00
HRAD;julho;2019;II;5 a 9;8;1;0;0,08
HRAD;julho;2019;III;10 a 14;15;1;0;0,15
HRAD;julho;2019;IV;15 a 19;25;9;1;2,25
HRAD;julho;2019;V;20 a 24;40;4;2;1,60
HRAD;julho;2019;VI;25 a 29;55;4;3;2,20
HRAD;julho;2019;VII;30 a 34;75;3;1;2,25
HRAD;julho;2019;VIII;> 34;85;1;1;0,85
HRAD;agosto;2019;I;0 a 4;4;0;0;0,00
HRAD;agosto;2019;II;5 a 9;8;1;0;0,08
HRAD;agosto;2019;III;10 a 14;15;6;0;0,90
HRAD;agosto;2019;IV;15 a 19;25;6;0;1,50
HRAD;agosto;2019;V;20 a 24;40;6;2;2,40
HRAD;agosto;2019;VI;25 a 29;55;5;3;2,75
HRAD;agosto;2019;VII;30 a 34;75;0;0;0,00
HRAD;agosto;2019;VIII;> 34;85;0;0;0,00
HRAD;setembro;2019;I;0 a 4;4;1;0;0,04
HRAD;setembro;2019;II;5 a 9;8;3;0;0,24
HRAD;setembro;2019;III;10 a 14;15;10;1;1,50
HRAD;setembro;2019;IV;15 a 19;25;9;2;2,25
HRAD;setembro;2019;V;20 a 24;40;4;3;1,60
HRAD;setembro;2019;VI;25 a 29;55;5;3;2,75
HRAD;setembro;2019;VII;30 a 34;75;0;0;0,00
HRAD;setembro;2019;VIII;> 34;85;1;1;0,85
HRAD;outubro;2019;I;0 a 4;4;0;0;0,00
HRAD;outubro;2019;II;5 a 9;8;1;0;0,08
HRAD;outubro;2019;III;10 a 14;15;6;0;0,90
HRAD;outubro;2019;IV;15 a 19;25;8;0;2,00
HRAD;outubro;2019;V;20 a 24;40;5;3;2,00
HRAD;outubro;2019;VI;25 a 29;55;2;0;1,10
HRAD;outubro;2019;VII;30 a 34;75;0;0;0,00
HRAD;outubro;2019;VIII;> 34;85;0;0;0,00
HRAD;novembro;2019;I;0 a 4;4;0;0;0,00
HRAD;novembro;2019;II;5 a 9;8;1;0;0,08
HRAD;novembro;2019;III;10 a 14;15;6;1;0,90
HRAD;novembro;2019;IV;15 a 19;25;12;2;3,00
HRAD;novembro;2019;V;20 a 24;40;5;0;2,00
HRAD;novembro;2019;VI;25 a 29;55;2;2;1,10
HRAD;novembro;2019;VII;30 a 34;75;1;1;0,75
HRAD;novembro;2019;VIII;> 34;85;1;1;0,85
HRAD;dezembro;2019;I;0 a 4;4;0;0;0,00
HRAD;dezembro;2019;II;5 a 9;8;1;0;0,08
HRAD;dezembro;2019;III;10 a 14;15;4;1;0,60
HRAD;dezembro;2019;IV;15 a 19;25;9;2;2,25
HRAD;dezembro;2019;V;20 a 24;40;9;2;3,60
HRAD;dezembro;2019;VI;25 a 29;55;7;3;3,85
HRAD;dezembro;2019;VII;30 a 34;75;0;0;0,00
HRAD;dezembro;2019;VIII;> 34;85;0;0;0,00
HJXXIII;janeiro;2019;I;0 a 4;4;6;0;0,24
HJXXIII;janeiro;2019;II;5 a 9;8;11;1;0,88
HJXXIII;janeiro;2019;III;10 a 14;15;26;1;3,90
HJXXIII;janeiro;2019;IV;15 a 19;25;30;7;7,50
HJXXIII;janeiro;2019;V;20 a 24;40;28;7;11,20
HJXXIII;janeiro;2019;VI;25 a 29;55;26;1;14,30
HJXXIII;janeiro;2019;VII;30 a 34;75;1;0;0,75
HJXXIII;janeiro;2019;VIII;> 34;85;1;0;0,85
HJXXIII;fevereiro;2019;I;0 a 4;4;5;0;0,20
HJXXIII;fevereiro;2019;II;5 a 9;8;7;0;0,56
HJXXIII;fevereiro;2019;III;10 a 14;15;16;2;2,40
HJXXIII;fevereiro;2019;IV;15 a 19;25;38;3;9,50
HJXXIII;fevereiro;2019;V;20 a 24;40;30;4;12,00
HJXXIII;fevereiro;2019;VI;25 a 29;55;16;3;8,80
HJXXIII;fevereiro;2019;VII;30 a 34;75;2;0;1,50
HJXXIII;fevereiro;2019;VIII;> 34;85;5;2;4,25
HJXXIII;março;2019;I;0 a 4;4;3;0;0,12
HJXXIII;março;2019;II;5 a 9;8;12;0;0,96
HJXXIII;março;2019;III;10 a 14;15;39;2;5,85
HJXXIII;março;2019;IV;15 a 19;25;40;5;10,00
HJXXIII;março;2019;V;20 a 24;40;18;7;7,20
HJXXIII;março;2019;VI;25 a 29;55;5;0;2,75
HJXXIII;março;2019;VII;30 a 34;75;3;1;2,25
HJXXIII;março;2019;VIII;> 34;85;4;2;3,40
HJXXIII;abril;2019;I;0 a 4;4;2;0;0,08
HJXXIII;abril;2019;II;5 a 9;8;9;1;0,72
HJXXIII;abril;2019;III;10 a 14;15;36;1;5,40
HJXXIII;abril;2019;IV;15 a 19;25;26;1;6,50
HJXXIII;abril;2019;V;20 a 24;40;19;6;7,60
HJXXIII;abril;2019;VI;25 a 29;55;11;5;6,05
HJXXIII;abril;2019;VII;30 a 34;75;5;1;3,75
HJXXIII;abril;2019;VIII;> 34;85;1;1;0,85
HJXXIII;maio;2019;I;0 a 4;4;9;2;0,36
HJXXIII;maio;2019;II;5 a 9;8;9;0;0,72
HJXXIII;maio;2019;III;10 a 14;15;36;3;5,40
HJXXIII;maio;2019;IV;15 a 19;25;31;8;7,75
HJXXIII;maio;2019;V;20 a 24;40;22;9;8,80
HJXXIII;maio;2019;VI;25 a 29;55;11;8;6,05
HJXXIII;maio;2019;VII;30 a 34;75;3;2;2,25
HJXXIII;maio;2019;VIII;> 34;85;1;1;0,85
HJXXIII;junho;2019;I;0 a 4;4;7;0;0,28
HJXXIII;junho;2019;II;5 a 9;8;10;0;0,80
HJXXIII;junho;2019;III;10 a 14;15;23;0;3,45
HJXXIII;junho;2019;IV;15 a 19;25;34;1;8,50
HJXXIII;junho;2019;V;20 a 24;40;12;2;4,80
HJXXIII;junho;2019;VI;25 a 29;55;11;5;6,05
HJXXIII;junho;2019;VII;30 a 34;75;3;3;2,25
HJXXIII;junho;2019;VIII;> 34;85;0;0;0,00
HJXXIII;julho;2019;I;0 a 4;4;6;0;0,24
HJXXIII;julho;2019;II;5 a 9;8;20;3;1,60
HJXXIII;julho;2019;III;10 a 14;15;28;1;4,20
HJXXIII;julho;2019;IV;15 a 19;25;52;8;13,00
HJXXIII;julho;2019;V;20 a 24;40;18;4;7,20
HJXXIII;julho;2019;VI;25 a 29;55;15;5;8,25
HJXXIII;julho;2019;VII;30 a 34;75;4;4;3,00
HJXXIII;julho;2019;VIII;> 34;85;2;0;1,70
HJXXIII;agosto;2019;I;0 a 4;4;4;0;0,16
HJXXIII;agosto;2019;II;5 a 9;8;20;0;1,60
HJXXIII;agosto;2019;III;10 a 14;15;31;2;4,65
HJXXIII;agosto;2019;IV;15 a 19;25;36;4;9,00
HJXXIII;agosto;2019;V;20 a 24;40;22;9;8,80
HJXXIII;agosto;2019;VI;25 a 29;55;10;3;5,50
HJXXIII;agosto;2019;VII;30 a 34;75;2;2;1,50
HJXXIII;agosto;2019;VIII;> 34;85;2;2;1,70
HJXXIII;setembro;2019;I;0 a 4;4;13;0;0,52
HJXXIII;setembro;2019;II;5 a 9;8;31;2;2,48
HJXXIII;setembro;2019;III;10 a 14;15;35;4;5,25
HJXXIII;setembro;2019;IV;15 a 19;25;24;5;6,00
HJXXIII;setembro;2019;V;20 a 24;40;15;6;6,00
HJXXIII;setembro;2019;VI;25 a 29;55;3;1;1,65
HJXXIII;setembro;2019;VII;30 a 34;75;0;0;0,00
HJXXIII;setembro;2019;VIII;> 34;85;0;0;0,00
HJXXIII;outubro;2019;I;0 a 4;4;11;1;0,44
HJXXIII;outubro;2019;II;5 a 9;8;19;2;1,52
HJXXIII;outubro;2019;III;10 a 14;15;31;3;4,65
HJXXIII;outubro;2019;IV;15 a 19;25;11;1;2,75
HJXXIII;outubro;2019;V;20 a 24;40;19;10;7,60
HJXXIII;outubro;2019;VI;25 a 29;55;8;4;4,40
HJXXIII;outubro;2019;VII;30 a 34;75;2;0;1,50
HJXXIII;outubro;2019;VIII;> 34;85;0;0;0,00
HJXXIII;novembro;2019;I;0 a 4;4;11;0;0,44
HJXXIII;novembro;2019;II;5 a 9;8;21;1;1,68
HJXXIII;novembro;2019;III;10 a 14;15;19;0;2,85
HJXXIII;novembro;2019;IV;15 a 19;25;23;4;5,75
HJXXIII;novembro;2019;V;20 a 24;40;4;0;1,60
HJXXIII;novembro;2019;VI;25 a 29;55;4;1;2,20
HJXXIII;novembro;2019;VII;30 a 34;75;0;0;0,00
HJXXIII;novembro;2019;VIII;> 34;85;0;0;0,00
HJXXIII;dezembro;2019;I;0 a 4;4;19;0;0,76
HJXXIII;dezembro;2019;II;5 a 9;8;22;0;1,76
HJXXIII;dezembro;2019;III;10 a 14;15;30;1;4,50
HJXXIII;dezembro;2019;IV;15 a 19;25;16;2;4,00
HJXXIII;dezembro;2019;V;20 a 24;40;15;5;6,00
HJXXIII;dezembro;2019;VI;25 a 29;55;8;2;4,40
HJXXIII;dezembro;2019;VII;30 a 34;75;2;2;1,50
HJXXIII;dezembro;2019;VIII;> 34;85;0;0;0,00
HEM;janeiro;2019;I;0 a 4;4;0;0;0,00
HEM;janeiro;2019;II;5 a 9;8;0;0;0,00
HEM;janeiro;2019;III;10 a 14;15;7;0;1,05
HEM;janeiro;2019;IV;15 a 19;25;5;2;1,25
HEM;janeiro;2019;V;20 a 24;40;5;0;2,00
HEM;janeiro;2019;VI;25 a 29;55;7;2;3,85
HEM;janeiro;2019;VII;30 a 34;75;1;1;0,75
HEM;janeiro;2019;VIII;> 34;85;4;4;3,40
HEM;fevereiro;2019;I;0 a 4;4;0;0;0,00
HEM;fevereiro;2019;II;5 a 9;8;3;0;0,24
HEM;fevereiro;2019;III;10 a 14;15;3;1;0,45
HEM;fevereiro;2019;IV;15 a 19;25;2;1;0,50
HEM;fevereiro;2019;V;20 a 24;40;4;2;1,60
HEM;fevereiro;2019;VI;25 a 29;55;4;1;2,20
HEM;fevereiro;2019;VII;30 a 34;75;2;2;1,50
HEM;fevereiro;2019;VIII;> 34;85;3;2;2,55
HEM;março;2019;I;0 a 4;4;0;0;0,00
HEM;março;2019;II;5 a 9;8;3;0;0,24
HEM;março;2019;III;10 a 14;15;7;0;1,05
HEM;março;2019;IV;15 a 19;25;18;5;4,50
HEM;março;2019;V;20 a 24;40;2;1;0,80
HEM;março;2019;VI;25 a 29;55;1;0;0,55
HEM;março;2019;VII;30 a 34;75;5;3;3,75
HEM;março;2019;VIII;> 34;85;1;1;0,85
HEM;abril;2019;I;0 a 4;4;0;0;0,00
HEM;abril;2019;II;5 a 9;8;5;0;0,40
HEM;abril;2019;III;10 a 14;15;16;2;2,40
HEM;abril;2019;IV;15 a 19;25;12;2;3,00
HEM;abril;2019;V;20 a 24;40;2;0;0,80
HEM;abril;2019;VI;25 a 29;55;4;1;2,20
HEM;abril;2019;VII;30 a 34;75;1;1;0,75
HEM;abril;2019;VIII;> 34;85;2;2;1,70
HEM;maio;2019;I;0 a 4;4;0;0;0,00
HEM;maio;2019;II;5 a 9;8;3;0;0,24
HEM;maio;2019;III;10 a 14;15;11;1;1,65
HEM;maio;2019;IV;15 a 19;25;7;0;1,75
HEM;maio;2019;V;20 a 24;40;8;1;3,20
HEM;maio;2019;VI;25 a 29;55;5;2;2,75
HEM;maio;2019;VII;30 a 34;75;2;1;1,50
HEM;maio;2019;VIII;> 34;85;2;2;1,70
HEM;junho;2019;I;0 a 4;4;1;0;0,04
HEM;junho;2019;II;5 a 9;8;7;0;0,56
HEM;junho;2019;III;10 a 14;15;11;1;1,65
HEM;junho;2019;IV;15 a 19;25;5;2;1,25
HEM;junho;2019;V;20 a 24;40;3;1;1,20
HEM;junho;2019;VI;25 a 29;55;3;1;1,65
HEM;junho;2019;VII;30 a 34;75;4;3;3,00
HEM;junho;2019;VIII;> 34;85;3;3;2,55
HEM;julho;2019;I;0 a 4;4;0;0;0,00
HEM;julho;2019;II;5 a 9;8;2;0;0,16
HEM;julho;2019;III;10 a 14;15;3;0;0,45
HEM;julho;2019;IV;15 a 19;25;5;0;1,25
HEM;julho;2019;V;20 a 24;40;6;3;2,40
HEM;julho;2019;VI;25 a 29;55;4;3;2,20
HEM;julho;2019;VII;30 a 34;75;3;0;2,25
HEM;julho;2019;VIII;> 34;85;3;1;2,55
HEM;agosto;2019;I;0 a 4;4;0;0;0,00
HEM;agosto;2019;II;5 a 9;8;0;0;0,00
HEM;agosto;2019;III;10 a 14;15;2;0;0,30
HEM;agosto;2019;IV;15 a 19;25;5;1;1,25
HEM;agosto;2019;V;20 a 24;40;4;0;1,60
HEM;agosto;2019;VI;25 a 29;55;7;0;3,85
HEM;agosto;2019;VII;30 a 34;75;1;1;0,75
HEM;agosto;2019;VIII;> 34;85;5;3;4,25
HEM;setembro;2019;I;0 a 4;4;0;0;0,00
HEM;setembro;2019;II;5 a 9;8;2;0;0,16
HEM;setembro;2019;III;10 a 14;15;6;1;0,90
HEM;setembro;2019;IV;15 a 19;25;6;0;1,50
HEM;setembro;2019;V;20 a 24;40;2;1;0,80
HEM;setembro;2019;VI;25 a 29;55;10;5;5,50
HEM;setembro;2019;VII;30 a 34;75;4;0;3,00
HEM;setembro;2019;VIII;> 34;85;4;3;3,40
