unidade;mes;ano;grau;escore;predicao_obito;saidas;obitos_ocorridos;obitos_esperados
HJXXIII;Janeiro;2025;II;5 a 9;8;29;1;2,32
HJXXIII;Janeiro;2025;III;10 a 14;15;42;3;6,3
HJXXIII;Janeiro;2025;IV;15 a 19;25;40;2;10
HJXXIII;Janeiro;2025;V;20 a 24;40;21;6;8,4
HJXXIII;Janeiro;2025;VI;25 a 29;55;6;2;3,3
HJXXIII;Janeiro;2025;VII;30 a 34;75;6;6;4,5
HJXXIII;Janeiro;2025;VIII;> 34;85;1;0;0,85
HJXXIII;Fevereiro;2025;I;0 a 4;4;12;0;0,48
HJXXIII;Fevereiro;2025;II;5 a 9;8;27;0;2,16
HJXXIII;Fevereiro;2025;III;10 a 14;15;36;1;5,4
HJXXIII;Fevereiro;2025;IV;15 a 19;25;27;5;6,75
HJXXIII;Fevereiro;2025;V;20 a 24;40;26;6;10,4
HJXXIII;Fevereiro;2025;VI;25 a 29;55;9;4;4,95
HJXXIII;Fevereiro;2025;VII;30 a 34;75;4;2;3
HJXXIII;Fevereiro;2025;VIII;> 34;85;1;1;0,85
HJXXIII;Março;2025;I;0 a 4;4;11;0;0,44
HJXXIII;Março;2025;II;5 a 9;8;31;0;2,48
HJXXIII;Março;2025;III;10 a 14;15;36;3;5,4
HJXXIII;Março;2025;IV;15 a 19;25;44;4;11
HJXXIII;Março;2025;V;20 a 24;40;23;8;9,2
HJXXIII;Março;2025;VI;25 a 29;55;11;10;6,05
HJXXIII;Março;2025;VII;30 a 34;75;8;6;6
HJXXIII;Março;2025;VIII;> 34;85;0;0;0
HJXXIII;Abril;2025;I;0 a 4;4;11;0;0,44
HJXXIII;Abril;2025;II;5 a 9;8;34;0;2,72
HJXXIII;Abril;2025;III;10 a 14;15;34;1;5,1
HJXXIII;Abril;2025;IV;15 a 19;25;39;6;9,75
HJXXIII;Abril;2025;V;20 a 24;40;28;8;11,2
HJXXIII;Abril;2025;VI;25 a 29;55;10;4;5,5
HJXXIII;Abril;2025;VII;30 a 34;75;5;4;3,75
HJXXIII;Abril;2025;VIII;> 34;85;1;1;0,85
HRAD;Janeiro;2025;I;0 a 4;4;0;0;0
HRAD;Janeiro;2025;II;5 a 9;8;0;0;0
HRAD;Janeiro;2025;III;10 a 14;15;1;0;0,15
HRAD;Janeiro;2025;IV;15 a 19;25;6;1;1,5
HRAD;Janeiro;2025;V;20 a 24;40;6;1;2,4
HRAD;Janeiro;2025;VI;25 a 29;55;12;0;6,6
HRAD;Janeiro;2025;VII;30 a 34;75;5;1;3,75
HRAD;Janeiro;2025;VIII;> 34;85;6;0;5,1
HRAD;Fevereiro;2025;I;0 a 4;4;0;0;0
HRAD;Fevereiro;2025;II;5 a 9;8;1;0;0,08
HRAD;Fevereiro;2025;III;10 a 14;15;3;0;0,45
HRAD;Fevereiro;2025;IV;15 a 19;25;6;0;1,5
HRAD;Fevereiro;2025;V;20 a 24;40;9;1;3,6
HRAD;Fevereiro;2025;VI;25 a 29;55;14;5;7,7
HRAD;Fevereiro;2025;VII;30 a 34;75;8;4;6
HRAD;Fevereiro;2025;VIII;> 34;85;10;3;8,5
HRAD;Março;2025;I;0 a 4;4;0;0;0
HRAD;Março;2025;II;5 a 9;8;0;0;0
HRAD;Março;2025;III;10 a 14;15;4;0;0,6
HRAD;Março;2025;IV;15 a 19;25;9;0;2,25
HRAD;Março;2025;V;20 a 24;40;3;0;1,2
HRAD;Março;2025;VI;25 a 29;55;9;1;4,95
HRAD;Março;2025;VII;30 a 34;75;9;1;6,75
HRAD;Março;2025;VIII;> 34;85;12;4;10,2
HRAD;Abril;2025;I;0 a 4;4;0;0;0
HRAD;Abril;2025;II;5 a 9;8;0;0;0
HRAD;Abril;2025;III;10 a 14;15;0;0;0
HRAD;Abril;2025;IV;15 a 19;25;3;0;0,75
HRAD;Abril;2025;V;20 a 24;40;8;1;3,2
HRAD;Abril;2025;VI;25 a 29;55;6;1;3,3
HRAD;Abril;2025;VII;30 a 34;75;12;4;9
HRAD;Abril;2025;VIII;> 34;85;12;6;10,2
HRBJA;Janeiro;2025;I;0 a 4;4;5;2;0,2
HRBJA;Janeiro;2025;II;5 a 9;8;11;0;0,88
HRBJA;Janeiro;2025;III;10 a 14;15;23;6;3,45
HRBJA;Janeiro;2025;IV;15 a 19;25;22;8;5,5
HRBJA;Janeiro;2025;V;20 a 24;40;5;4;2
HRBJA;Janeiro;2025;VI;25 a 29;55;4;3;2,2
HRBJA;Janeiro;2025;VII;30 a 34;75;2;2;1,5
HRBJA;Janeiro;2025;VIII;> 34;85;1;1;0,85
HRBJA;Fevereiro;2025;I;0 a 4;4;3;0;0,12
HRBJA;Fevereiro;2025;II;5 a 9;8;9;0;0,72
HRBJA;Fevereiro;2025;III;10 a 14;15;15;4;2,25
HRBJA;Fevereiro;2025;IV;15 a 19;25;13;4;3,25
HRBJA;Fevereiro;2025;V;20 a 24;40;5;3;2
HRBJA;Fevereiro;2025;VI;25 a 29;55;2;0;1,1
HRBJA;Fevereiro;2025;VII;30 a 34;75;1;0;0,75
HRBJA;Fevereiro;2025;VIII;> 34;85;0;0;0
HRBJA;Março;2025;I;0 a 4;4;7;0;0,28
HRBJA;Março;2025;II;5 a 9;8;13;0;1,04
HRBJA;Março;2025;III;10 a 14;15;15;1;2,25
HRBJA;Março;2025;IV;15 a 19;25;15;2;3,75
HRBJA;Março;2025;V;20 a 24;40;17;6;6,8
HRBJA;Março;2025;VI;25 a 29;55;9;6;4,95
HRBJA;Março;2025;VII;30 a 34;75;4;3;3
HRBJA;Março;2025;VIII;> 34;85;3;3;2,55
HRBJA;Abril;2025;I;0 a 4;4;4;0;0,16
HRBJA;Abril;2025;II;5 a 9;8;11;0;0,88
HRBJA;Abril;2025;III;10 a 14;15;12;0;1,8
HRBJA;Abril;2025;IV;15 a 19;25;18;2;4,5
HRBJA;Abril;2025;V;20 a 24;40;11;2;4,4
HRBJA;Abril;2025;VI;25 a 29;55;11;3;6,05
HRBJA;Abril;2025;VII;30 a 34;75;5;2;3,75
HRBJA;Abril;2025;VIII;> 34;85;4;2;3,4
HRJP;Janeiro;2025;I;0 a 4;4;1;0;0,04
HRJP;Janeiro;2025;II;5 a 9;8;1;0;0,08
HRJP;Janeiro;2025;III;10 a 14;15;3;0;0,45
HRJP;Janeiro;2025;IV;15 a 19;25;1;0;0,25
HRJP;Janeiro;2025;V;20 a 24;40;4;0;1,6
HRJP;Janeiro;2025;VI;25 a 29;55;2;2;1,1
HRJP;Janeiro;2025;VII;30 a 34;75;4;2;3
HRJP;Janeiro;2025;VIII;> 34;85;1;0;0,85
HRJP;Fevereiro;2025;I;0 a 4;4;0;0;0
HRJP;Fevereiro;2025;II;5 a 9;8;3;0;0,24
HRJP;Fevereiro;2025;III;10 a 14;15;5;0;0,75
HRJP;Fevereiro;2025;IV;15 a 19;25;2;0;0,5
HRJP;Fevereiro;2025;V;20 a 24;40;3;0;1,2
HRJP;Fevereiro;2025;VI;25 a 29;55;6;2;3,3
HRJP;Fevereiro;2025;VII;30 a 34;75;2;1;1,5
HRJP;Fevereiro;2025;VIII;> 34;85;0;0;0
HRJP;Março;2025;I;0 a 4;4;1;0;0,04
HRJP;Março;2025;II;5 a 9;8;7;1;0,56
HRJP;Março;2025;III;10 a 14;15;18;1;2,7
HRJP;Março;2025;IV;15 a 19;25;7;2;1,75
HRJP;Março;2025;V;20 a 24;40;1;1;0,4
HRJP;Março;2025;VI;25 a 29;55;2;2;1,1
HRJP;Março;2025;VII;30 a 34;75;1;1;0,75
HRJP;Março;2025;VIII;> 34;85;1;1;0,85
HRJP;Abril;2025;I;0 a 4;4;0;0;0
HRJP;Abril;2025;II;5 a 9;8;3;1;0,24
HRJP;Abril;2025;III;10 a 14;15;9;2;1,35
HRJP;Abril;2025;IV;15 a 19;25;10;2;2,5
HRJP;Abril;2025;V;20 a 24;40;3;1;1,2
HRJP;Abril;2025;VI;25 a 29;55;3;1;1,65
HRJP;Abril;2025;VII;30 a 34;75;1;1;0,75
HRJP;Abril;2025;VIII;> 34;85;1;1;0,85
MOV;Janeiro;2025;I;0 a 4;4;0;0;0
MOV;Janeiro;2025;II;5 a 9;8;2;0;0,16
MOV;Janeiro;2025;III;10 a 14;15;0;0;0
MOV;Janeiro;2025;IV;15 a 19;25;3;0;0,75
MOV;Janeiro;2025;V;20 a 24;40;0;0;0
MOV;Janeiro;2025;VI;25 a 29;55;0;0;0
MOV;Janeiro;2025;VII;30 a 34;75;1;1;0,75
MOV;Janeiro;2025;VIII;> 34;85;0;0;0
MOV;Fevereiro;2025;I;0 a 4;4;0;0;0
MOV;Fevereiro;2025;II;5 a 9;8;1;0;0,08
MOV;Fevereiro;2025;III;10 a 14;15;2;0;0,3
MOV;Fevereiro;2025;IV;15 a 19;25;0;0;0
MOV;Fevereiro;2025;V;20 a 24;40;1;0;0,4
MOV;Fevereiro;2025;VI;25 a 29;55;1;0;0,55
MOV;Fevereiro;2025;VII;30 a 34;75;0;0;0
MOV;Fevereiro;2025;VIII;> 34;85;0;0;0
MOV;Março;2025;I;0 a 4;4;2;0;0,08
MOV;Março;2025;II;5 a 9;8;8;0;0,64
MOV;Março;2025;III;10 a 14;15;9;0;1,35
MOV;Março;2025;IV;15 a 19;25;7;1;1,75
MOV;Março;2025;V;20 a 24;40;0;0;0
MOV;Março;2025;VI;25 a 29;55;1;0;0,55
MOV;Março;2025;VII;30 a 34;75;0;0;0
MOV;Março;2025;VIII;> 34;85;0;0;0
MOV;Abril;2025;I;0 a 4;4;0;0;0
MOV;Abril;2025;II;5 a 9;8;5;0;0,4
MOV;Abril;2025;III;10 a 14;15;9;0;1,35
MOV;Abril;2025;IV;15 a 19;25;8;1;2
MOV;Abril;2025;V;20 a 24;40;1;0;0,4
MOV;Abril;2025;VI;25 a 29;55;0;0;0
MOV;Abril;2025;VII;30 a 34;75;0;0;0
MOV;Abril;2025;VIII;> 34;85;1;1;0,85
